Timestamp,Value_Stream,Batch_ID,Product_SN,Station_ID,Tester_Type,Status,Error_Code,Measured_Value,Cost_Impact,Shift,Team
2026-05-25 04:10:36,VS4,DC-2621,SN-000019,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:06,VS4,DC-2621,SN-000020,SPI,In-line,PASS,NONE,99%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:38,VS4,DC-2621,SN-000020,PnP,In-line,PASS,NONE,0.02mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:32,VS4,DC-2621,SN-000020,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:16,VS4,DC-2621,SN-000020,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:57,VS4,DC-2621,SN-000020,Reflow_Oven,In-line,PASS,NONE,-1.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:52,VS4,DC-2621,SN-000020,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:39,VS4,DC-2621,SN-000021,SPI,In-line,PASS,NONE,110%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:13,VS4,DC-2621,SN-000021,PnP,In-line,PASS,NONE,0.02mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:09,VS4,DC-2621,SN-000021,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:56,VS4,DC-2621,SN-000021,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:22,VS4,DC-2621,SN-000021,Reflow_Oven,In-line,PASS,NONE,-0.6 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:06,VS4,DC-2621,SN-000021,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:00,VS4,DC-2621,SN-000022,SPI,In-line,PASS,NONE,106%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:45,VS4,DC-2621,SN-000022,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:39,VS4,DC-2621,SN-000022,AOI_Pre,In-line,FAIL,ERR_TOMBSTONE,NA,8.02,06:00-14:00,Brygada 1
2026-05-25 04:10:25,VS4,DC-2621,SN-000022,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:00,VS4,DC-2621,SN-000022,Reflow_Oven,In-line,PASS,NONE,-0.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:00,VS4,DC-2621,SN-000022,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:02,VS4,DC-2621,SN-000023,SPI,In-line,PASS,NONE,102%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:57,VS4,DC-2621,SN-000023,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:56,VS4,DC-2621,SN-000023,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:23,VS4,DC-2621,SN-000023,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:22,VS4,DC-2621,SN-000023,Reflow_Oven,In-line,PASS,NONE,+1.2 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:55,VS4,DC-2621,SN-000023,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:59,VS4,DC-2621,SN-000024,SPI,In-line,PASS,NONE,105%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:31,VS4,DC-2621,SN-000024,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:02,VS4,DC-2621,SN-000024,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:45,VS4,DC-2621,SN-000024,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:29,VS4,DC-2621,SN-000024,Reflow_Oven,In-line,PASS,NONE,-0.4 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:02,VS4,DC-2621,SN-000024,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:52,VS4,DC-2621,SN-000025,SPI,In-line,PASS,NONE,110%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:30,VS4,DC-2621,SN-000025,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:11,VS4,DC-2621,SN-000025,AOI_Pre,In-line,FAIL,ERR_MISSING_COMP,NA,12.75,06:00-14:00,Brygada 1
2026-05-25 04:10:34,VS4,DC-2621,SN-000025,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:19,VS4,DC-2621,SN-000025,Reflow_Oven,In-line,PASS,NONE,-0.8 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:46,VS4,DC-2621,SN-000025,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:03,VS4,DC-2621,SN-000026,SPI,In-line,PASS,NONE,107%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:46,VS4,DC-2621,SN-000026,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:45,VS4,DC-2621,SN-000026,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:06,VS4,DC-2621,SN-000026,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:41,VS4,DC-2621,SN-000026,Reflow_Oven,In-line,PASS,NONE,+0.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:30,VS4,DC-2621,SN-000026,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:40,VS4,DC-2621,SN-000027,SPI,In-line,FAIL,ERR_EXCESS_PASTE,134%,3.80,06:00-14:00,Brygada 1
2026-05-25 04:10:28,VS4,DC-2621,SN-000027,PnP,In-line,PASS,NONE,0.04mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:27,VS4,DC-2621,SN-000027,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:22,VS4,DC-2621,SN-000027,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:14,VS4,DC-2621,SN-000027,Reflow_Oven,In-line,PASS,NONE,-1.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:45,VS4,DC-2621,SN-000027,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:05,VS4,DC-2621,SN-000028,SPI,In-line,PASS,NONE,93%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:52,VS4,DC-2621,SN-000028,PnP,In-line,FAIL,ERR_MISSING_COMP,0.33mm,14.40,06:00-14:00,Brygada 1
2026-05-25 04:11:30,VS4,DC-2621,SN-000028,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:09,VS4,DC-2621,SN-000028,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:56,VS4,DC-2621,SN-000028,Reflow_Oven,In-line,PASS,NONE,-0.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:47,VS4,DC-2621,SN-000028,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:07,VS4,DC-2621,SN-000029,SPI,In-line,PASS,NONE,102%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:29,VS4,DC-2621,SN-000029,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:25,VS4,DC-2621,SN-000029,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:09,VS4,DC-2621,SN-000029,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:47,VS4,DC-2621,SN-000029,Reflow_Oven,In-line,PASS,NONE,+0.2 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:37,VS4,DC-2621,SN-000029,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:57,VS4,DC-2621,SN-000030,SPI,In-line,PASS,NONE,95%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:37,VS4,DC-2621,SN-000030,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:09,VS4,DC-2621,SN-000030,AOI_Pre,In-line,FAIL,ERR_MISSING_COMP,NA,6.34,06:00-14:00,Brygada 1
2026-05-25 04:12:47,VS4,DC-2621,SN-000030,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:27,VS4,DC-2621,SN-000030,Reflow_Oven,In-line,PASS,NONE,-1.4 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:49,VS4,DC-2621,SN-000030,AOI_Post,In-line,FAIL,ERR_BRIDGING,NA,4.13,06:00-14:00,Brygada 1
2026-05-25 04:10:46,VS4,DC-2621,SN-000031,SPI,In-line,PASS,NONE,95%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:06,VS4,DC-2621,SN-000031,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:35,VS4,DC-2621,SN-000031,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:09,VS4,DC-2621,SN-000031,Transport,In-line,FAIL,ERR_BOARD_JAM,NA,11.62,06:00-14:00,Brygada 1
2026-05-25 04:12:47,VS4,DC-2621,SN-000031,Reflow_Oven,In-line,PASS,NONE,-1.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:15,VS4,DC-2621,SN-000031,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:12,VS4,DC-2621,SN-000032,SPI,In-line,PASS,NONE,109%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:34,VS4,DC-2621,SN-000032,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:17,VS4,DC-2621,SN-000032,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:16,VS4,DC-2621,SN-000032,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:55,VS4,DC-2621,SN-000032,Reflow_Oven,In-line,PASS,NONE,-0.5 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:14:23,VS4,DC-2621,SN-000032,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:34,VS4,DC-2621,SN-000033,SPI,In-line,PASS,NONE,95%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:08,VS4,DC-2621,SN-000033,PnP,In-line,PASS,NONE,0.04mm,0.00,06:00-14:00,Brygada 1
