Timestamp,Value_Stream,Batch_ID,Product_SN,Station_ID,Tester_Type,Status,Error_Code,Measured_Value,Cost_Impact,Shift,Team
2026-05-25 04:06:13,VS2,DC-2621,SN-000008,Reflow_Oven,In-line,PASS,NONE,-0.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:02,VS2,DC-2621,SN-000008,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:03:50,VS2,DC-2621,SN-000009,SPI,In-line,PASS,NONE,109%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:04:34,VS2,DC-2621,SN-000009,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:04,VS2,DC-2621,SN-000009,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:53,VS2,DC-2621,SN-000009,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:40,VS2,DC-2621,SN-000009,Reflow_Oven,In-line,PASS,NONE,-1.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:34,VS2,DC-2621,SN-000009,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:03:40,VS2,DC-2621,SN-000010,SPI,In-line,PASS,NONE,101%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:04:32,VS2,DC-2621,SN-000010,PnP,In-line,PASS,NONE,0.04mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:03,VS2,DC-2621,SN-000010,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:31,VS2,DC-2621,SN-000010,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:00,VS2,DC-2621,SN-000010,Reflow_Oven,In-line,PASS,NONE,-1.5 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:30,VS2,DC-2621,SN-000010,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:04:29,VS2,DC-2621,SN-000011,SPI,In-line,PASS,NONE,99%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:21,VS2,DC-2621,SN-000011,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:59,VS2,DC-2621,SN-000011,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:44,VS2,DC-2621,SN-000011,Transport,In-line,FAIL,ERR_SENSOR_TIMEOUT,NA,10.08,06:00-14:00,Brygada 1
2026-05-25 04:07:21,VS2,DC-2621,SN-000011,Reflow_Oven,In-line,PASS,NONE,-0.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:48,VS2,DC-2621,SN-000011,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:04:38,VS2,DC-2621,SN-000012,SPI,In-line,PASS,NONE,107%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:15,VS2,DC-2621,SN-000012,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:57,VS2,DC-2621,SN-000012,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:33,VS2,DC-2621,SN-000012,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:09,VS2,DC-2621,SN-000012,Reflow_Oven,In-line,PASS,NONE,+0.7 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:55,VS2,DC-2621,SN-000012,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:04:56,VS2,DC-2621,SN-000013,SPI,In-line,PASS,NONE,104%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:44,VS2,DC-2621,SN-000013,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:40,VS2,DC-2621,SN-000013,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:38,VS2,DC-2621,SN-000013,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:19,VS2,DC-2621,SN-000013,Reflow_Oven,In-line,PASS,NONE,-1.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:50,VS2,DC-2621,SN-000013,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:20,VS2,DC-2621,SN-000014,SPI,In-line,PASS,NONE,99%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:05,VS2,DC-2621,SN-000014,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:36,VS2,DC-2621,SN-000014,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:21,VS2,DC-2621,SN-000014,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:49,VS2,DC-2621,SN-000014,Reflow_Oven,In-line,PASS,NONE,-0.6 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:34,VS2,DC-2621,SN-000014,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:05:43,VS2,DC-2621,SN-000015,SPI,In-line,PASS,NONE,100%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:26,VS2,DC-2621,SN-000015,PnP,In-line,PASS,NONE,0.04mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:23,VS2,DC-2621,SN-000015,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:05,VS2,DC-2621,SN-000015,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:58,VS2,DC-2621,SN-000015,Reflow_Oven,In-line,PASS,NONE,-0.5 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:45,VS2,DC-2621,SN-000015,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:04,VS2,DC-2621,SN-000016,SPI,In-line,PASS,NONE,99%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:30,VS2,DC-2621,SN-000016,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:24,VS2,DC-2621,SN-000016,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:46,VS2,DC-2621,SN-000016,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:10,VS2,DC-2621,SN-000016,Reflow_Oven,In-line,PASS,NONE,+0.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:39,VS2,DC-2621,SN-000016,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:11,VS2,DC-2621,SN-000017,SPI,In-line,PASS,NONE,95%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:37,VS2,DC-2621,SN-000017,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:13,VS2,DC-2621,SN-000017,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:51,VS2,DC-2621,SN-000017,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:50,VS2,DC-2621,SN-000017,Reflow_Oven,In-line,PASS,NONE,-0.2 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:19,VS2,DC-2621,SN-000017,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:31,VS2,DC-2621,SN-000018,SPI,In-line,PASS,NONE,106%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:06:55,VS2,DC-2621,SN-000018,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:45,VS2,DC-2621,SN-000018,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:06,VS2,DC-2621,SN-000018,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:30,VS2,DC-2621,SN-000018,Reflow_Oven,In-line,PASS,NONE,-1.2 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:09,VS2,DC-2621,SN-000018,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:16,VS2,DC-2621,SN-000019,SPI,In-line,PASS,NONE,98%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:54,VS2,DC-2621,SN-000019,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:53,VS2,DC-2621,SN-000019,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:31,VS2,DC-2621,SN-000019,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:20,VS2,DC-2621,SN-000019,Reflow_Oven,In-line,PASS,NONE,-0.6 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:50,VS2,DC-2621,SN-000019,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:09,VS2,DC-2621,SN-000020,SPI,In-line,PASS,NONE,95%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:30,VS2,DC-2621,SN-000020,PnP,In-line,PASS,NONE,0.02mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:10,VS2,DC-2621,SN-000020,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:57,VS2,DC-2621,SN-000020,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:18,VS2,DC-2621,SN-000020,Reflow_Oven,In-line,PASS,NONE,+1.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:55,VS2,DC-2621,SN-000020,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:34,VS2,DC-2621,SN-000021,SPI,In-line,PASS,NONE,101%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:15,VS2,DC-2621,SN-000021,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:12,VS2,DC-2621,SN-000021,AOI_Pre,In-line,FAIL,ERR_TOMBSTONE,NA,11.92,06:00-14:00,Brygada 1
2026-05-25 04:09:42,VS2,DC-2621,SN-000021,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:32,VS2,DC-2621,SN-000021,Reflow_Oven,In-line,PASS,NONE,+0.4 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:22,VS2,DC-2621,SN-000021,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:07:42,VS2,DC-2621,SN-000022,SPI,In-line,FAIL,ERR_EXCESS_PASTE,138%,8.85,06:00-14:00,Brygada 1
2026-05-25 04:08:04,VS2,DC-2621,SN-000022,PnP,In-line,FAIL,ERR_MISALIGNMENT,0.50mm,14.74,06:00-14:00,Brygada 1
2026-05-25 04:08:56,VS2,DC-2621,SN-000022,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:45,VS2,DC-2621,SN-000022,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:39,VS2,DC-2621,SN-000022,Reflow_Oven,In-line,PASS,NONE,+1.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:37,VS2,DC-2621,SN-000022,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:15,VS2,DC-2621,SN-000023,SPI,In-line,PASS,NONE,94%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:09,VS2,DC-2621,SN-000023,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:34,VS2,DC-2621,SN-000023,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:10,VS2,DC-2621,SN-000023,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:33,VS2,DC-2621,SN-000023,Reflow_Oven,In-line,PASS,NONE,-1.4 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:00,VS2,DC-2621,SN-000023,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:31,VS2,DC-2621,SN-000024,SPI,In-line,PASS,NONE,94%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:53,VS2,DC-2621,SN-000024,PnP,In-line,PASS,NONE,0.03mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:40,VS2,DC-2621,SN-000024,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:30,VS2,DC-2621,SN-000024,Transport,In-line,FAIL,ERR_BOARD_JAM,NA,13.61,06:00-14:00,Brygada 1
2026-05-25 04:11:04,VS2,DC-2621,SN-000024,Reflow_Oven,In-line,PASS,NONE,+0.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:29,VS2,DC-2621,SN-000024,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:08:47,VS2,DC-2621,SN-000025,SPI,In-line,PASS,NONE,108%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:39,VS2,DC-2621,SN-000025,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:38,VS2,DC-2621,SN-000025,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:14,VS2,DC-2621,SN-000025,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:59,VS2,DC-2621,SN-000025,Reflow_Oven,In-line,PASS,NONE,-1.0 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:54,VS2,DC-2621,SN-000025,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:39,VS2,DC-2621,SN-000026,SPI,In-line,FAIL,ERR_INSUFF_PASTE,130%,12.95,06:00-14:00,Brygada 1
2026-05-25 04:10:03,VS2,DC-2621,SN-000026,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:01,VS2,DC-2621,SN-000026,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:39,VS2,DC-2621,SN-000026,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:39,VS2,DC-2621,SN-000026,Reflow_Oven,In-line,PASS,NONE,+1.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:07,VS2,DC-2621,SN-000026,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:34,VS2,DC-2621,SN-000027,SPI,In-line,PASS,NONE,103%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:12,VS2,DC-2621,SN-000027,PnP,In-line,PASS,NONE,0.02mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:49,VS2,DC-2621,SN-000027,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:31,VS2,DC-2621,SN-000027,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:07,VS2,DC-2621,SN-000027,Reflow_Oven,In-line,PASS,NONE,-1.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:32,VS2,DC-2621,SN-000027,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:09:46,VS2,DC-2621,SN-000028,SPI,In-line,PASS,NONE,92%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:38,VS2,DC-2621,SN-000028,PnP,In-line,PASS,NONE,0.02mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:23,VS2,DC-2621,SN-000028,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:09,VS2,DC-2621,SN-000028,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:03,VS2,DC-2621,SN-000028,Reflow_Oven,In-line,PASS,NONE,+0.9 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:14:00,VS2,DC-2621,SN-000028,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:08,VS2,DC-2621,SN-000029,SPI,In-line,PASS,NONE,106%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:07,VS2,DC-2621,SN-000029,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:05,VS2,DC-2621,SN-000029,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:49,VS2,DC-2621,SN-000029,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:26,VS2,DC-2621,SN-000029,Reflow_Oven,In-line,PASS,NONE,+1.3 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:52,VS2,DC-2621,SN-000029,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:10:39,VS2,DC-2621,SN-000030,SPI,In-line,PASS,NONE,99%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:15,VS2,DC-2621,SN-000030,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:12,VS2,DC-2621,SN-000030,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:37,VS2,DC-2621,SN-000030,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:26,VS2,DC-2621,SN-000030,Reflow_Oven,In-line,PASS,NONE,+1.4 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:14:07,VS2,DC-2621,SN-000030,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:07,VS2,DC-2621,SN-000031,SPI,In-line,PASS,NONE,110%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:39,VS2,DC-2621,SN-000031,PnP,In-line,PASS,NONE,0.01mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:20,VS2,DC-2621,SN-000031,AOI_Pre,In-line,FAIL,ERR_TOMBSTONE,NA,6.93,06:00-14:00,Brygada 1
2026-05-25 04:13:10,VS2,DC-2621,SN-000031,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:14:09,VS2,DC-2621,SN-000031,Reflow_Oven,In-line,PASS,NONE,-0.1 C,0.00,06:00-14:00,Brygada 1
2026-05-25 04:15:05,VS2,DC-2621,SN-000031,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:02,VS2,DC-2621,SN-000032,SPI,In-line,PASS,NONE,93%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:57,VS2,DC-2621,SN-000032,PnP,In-line,FAIL,ERR_MISSING_COMP,0.47mm,9.81,06:00-14:00,Brygada 1
2026-05-25 04:12:21,VS2,DC-2621,SN-000032,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:10,VS2,DC-2621,SN-000032,Transport,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:13:44,VS2,DC-2621,SN-000032,Reflow_Oven,In-line,FAIL,ERR_TEMP_OOR,5.1 C,6.49,06:00-14:00,Brygada 1
2026-05-25 04:14:23,VS2,DC-2621,SN-000032,AOI_Post,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
2026-05-25 04:11:47,VS2,DC-2621,SN-000033,SPI,In-line,PASS,NONE,110%,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:08,VS2,DC-2621,SN-000033,PnP,In-line,PASS,NONE,0.05mm,0.00,06:00-14:00,Brygada 1
2026-05-25 04:12:54,VS2,DC-2621,SN-000033,AOI_Pre,In-line,PASS,NONE,NA,0.00,06:00-14:00,Brygada 1
